venta_id,producto_id,venta,prevision
101,40,11,17
102,40,25,18
103,40,50,33
104,40,49,29
105,40,37,19
106,40,1,13
107,40,32,17
108,40,27,18
109,40,50,34
110,40,14,29
111,40,26,20
112,40,0,13
113,40,6,17
114,40,12,18
115,40,25,34
116,40,6,29
117,40,16,20
118,40,10,13
119,40,35,17
120,40,18,18
121,40,33,34
122,40,40,29
123,40,8,20
124,40,12,13
125,40,27,18
126,40,0,18
127,40,0,34
128,40,0,29
129,40,0,20
130,40,0,13
131,40,0,18
132,40,0,18
133,40,0,34
134,40,0,29
135,40,0,20
136,40,0,13
137,40,0,18
138,40,0,18
139,40,0,34
140,40,0,29
141,40,0,20
142,40,0,13
143,40,0,18
144,40,0,18
145,40,0,34
146,40,0,30
147,40,0,20
148,40,0,13
149,40,0,18
150,40,0,19
151,40,0,34
1,41,31,18
2,41,10,13
3,41,25,15
4,41,16,13
5,41,11,33
6,41,26,18
7,41,12,13
8,41,9,15
9,41,3,13
10,41,30,31
11,41,51,33
12,41,9,18
13,41,19,13
14,41,32,16
15,41,29,13
16,41,38,31
17,41,44,33
18,41,21,18
19,41,9,13
20,41,32,16
21,41,29,13
22,41,10,31
23,41,24,33
24,41,3,18
25,41,21,13
26,41,7,16
27,41,11,13
28,41,35,31
29,41,33,33
30,41,12,18
31,41,13,13
32,41,13,16
33,41,13,13
34,41,29,31
35,41,39,33
36,41,14,18
37,41,21,13
38,41,1,16
39,41,8,13
40,41,46,31
41,41,19,33
42,41,10,18
43,41,8,13
44,41,24,16
45,41,15,13
46,41,13,31
47,41,20,33
48,41,22,18
49,41,7,13
50,41,0,16
51,41,24,14
52,41,40,31
53,41,9,33
54,41,34,19
55,41,10,13
56,41,34,16
57,41,14,14
58,41,22,31
59,41,44,33
60,41,31,19
61,41,9,13
62,41,12,16
63,41,5,14
64,41,20,31
65,41,21,33
66,41,6,19
67,41,21,13
68,41,14,16
69,41,8,14
70,41,39,31
71,41,50,33
72,41,16,19
73,41,14,14
74,41,11,16
75,41,7,14
76,41,46,31
77,41,51,33
78,41,31,19
79,41,22,14
80,41,12,16
81,41,27,33
82,41,37,19
83,41,6,14
84,41,10,16
85,41,14,14
86,41,46,31
87,41,35,33
88,41,9,19
89,41,23,14
90,41,28,16
91,41,1,14
92,41,29,31
93,41,30,33
94,41,15,19
95,41,27,14
96,41,30,16
97,41,30,14
98,41,17,31
99,41,32,34
100,41,3,14
101,41,24,16
102,41,1,14
103,41,36,32
104,41,37,34
105,41,9,19
106,41,5,14
107,41,18,16
108,41,23,14
109,41,41,32
110,41,25,34
111,41,36,19
112,41,10,14
113,41,0,16
114,41,10,14
115,41,42,32
116,41,52,34
117,41,15,19
118,41,14,14
119,41,17,17
120,41,22,14
121,41,23,32
122,41,53,34
123,41,15,19
124,41,23,14
125,41,9,17
126,41,0,14
127,41,0,32
128,41,0,34
129,41,0,19
130,41,0,14
131,41,0,17
132,41,0,14
133,41,0,32
134,41,0,34
135,41,0,19
136,41,0,14
137,41,0,17
138,41,0,15
139,41,0,32
140,41,0,34
141,41,0,20
142,41,0,14
143,41,0,17
144,41,0,15
145,41,0,32
146,41,0,34
147,41,0,20
148,41,0,14
149,41,0,17
150,41,0,15
151,41,0,32
1,42,18,17
2,42,12,14
3,42,3,11
4,42,25,14
5,42,57,26
6,42,23,17
7,42,20,14
8,42,2,11
9,42,22,14
10,42,7,23
11,42,6,26
12,42,5,17
13,42,1,14
14,42,4,11
15,42,3,14
16,42,20,23
17,42,25,26
18,42,2,18
19,42,14,14
20,42,2,11
21,42,20,14
22,42,32,23
23,42,47,26
24,42,33,18
25,42,12,14
26,42,27,11
27,42,26,14
28,42,1,23
29,42,38,26
30,42,9,18
31,42,18,14
32,42,18,11
33,42,6,14
34,42,11,23
35,42,10,26
36,42,22,18
37,42,10,14
38,42,29,11
39,42,15,15
40,42,46,23
41,42,7,26
42,42,3,18
43,42,11,14
44,42,8,12
45,42,25,15
46,42,47,24
47,42,6,26
48,42,6,18
49,42,20,14
50,42,4,12
51,42,5,15
52,42,26,24
53,42,12,26
54,42,8,18
55,42,25,15
56,42,0,12
57,42,15,15
58,42,12,24
59,42,26,27
60,42,39,18
61,42,19,15
62,42,34,12
63,42,30,15
64,42,28,24
65,42,51,27
66,42,6,18
67,42,9,15
68,42,17,12
69,42,6,15
70,42,39,24
71,42,22,27
72,42,29,18
73,42,10,15
74,42,23,12
75,42,5,15
76,42,4,24
77,42,38,27
78,42,22,19
79,42,24,15
80,42,34,12
81,42,36,27
82,42,17,19
83,42,13,15
84,42,3,12
85,42,20,15
86,42,31,24
87,42,22,27
88,42,40,19
89,42,1,15
90,42,1,12
91,42,1,15
92,42,39,24
93,42,28,27
94,42,39,19
95,42,30,15
96,42,1,12
97,42,30,16
98,42,9,24
99,42,28,27
100,42,22,15
101,42,28,13
102,42,18,16
103,42,28,25
104,42,10,27
105,42,15,19
106,42,7,15
107,42,18,13
108,42,22,16
109,42,8,25
110,42,36,27
111,42,9,19
112,42,28,16
113,42,3,13
114,42,13,16
115,42,49,25
116,42,35,28
117,42,40,19
118,42,19,16
119,42,3,13
120,42,0,16
121,42,22,25
122,42,28,28
123,42,7,19
124,42,7,16
125,42,7,13
126,42,0,16
127,42,0,25
128,42,0,28
129,42,0,19
130,42,0,16
131,42,0,13
132,42,0,16
133,42,0,25
134,42,0,28
135,42,0,20
136,42,0,16
137,42,0,13
138,42,0,16
139,42,0,25
140,42,0,28
141,42,0,20
142,42,0,16
143,42,0,13
144,42,0,16
145,42,0,25
146,42,0,28
147,42,0,20
148,42,0,16
149,42,0,13
150,42,0,16
151,42,0,25
1,43,40,23
2,43,11,10
3,43,11,18
4,43,16,17
5,43,60,32
6,43,22,23
7,43,0,10
8,43,28,18
9,43,5,17
10,43,34,32
11,43,55,32
12,43,13,23
13,43,14,10
14,43,0,18
15,43,8,17
16,43,46,32
17,43,31,32
18,43,23,23
19,43,24,10
20,43,29,18
21,43,26,17
22,43,27,32
23,43,54,32
24,43,2,23
25,43,17,10
26,43,21,18
27,43,16,17
28,43,17,32
29,43,30,32
30,43,23,23
31,43,15,10
32,43,23,18
33,43,16,17
34,43,42,32
35,43,18,32
36,43,23,23
37,43,4,10
38,43,0,18
39,43,23,17
40,43,22,32
41,43,8,32
42,43,20,23
43,43,4,10
44,43,29,18
45,43,7,17
46,43,46,32
47,43,56,32
48,43,30,23
49,43,3,10
50,43,0,18
51,43,13,17
52,43,34,32
53,43,15,32
54,43,25,24
55,43,8,10
56,43,33,18
57,43,19,17
58,43,37,32
59,43,5,32
60,43,28,24
61,43,1,10
62,43,16,18
63,43,12,17
64,43,6,32
65,43,52,33
66,43,35,24
67,43,11,10
68,43,20,19
69,43,21,17
70,43,49,32
71,43,58,33
72,43,31,24
73,43,14,10
74,43,12,19
75,43,29,17
76,43,27,32
77,43,47,33
78,43,11,24
79,43,1,10
80,43,34,19
81,43,10,33
82,43,28,24
83,43,9,10
84,43,7,19
85,43,28,17
86,43,32,32
87,43,17,33
88,43,29,24
89,43,12,10
90,43,16,19
91,43,28,17
92,43,26,32
93,43,37,33
94,43,38,24
95,43,5,10
96,43,14,19
97,43,26,17
98,43,49,32
99,43,54,33
100,43,26,10
101,43,31,19
102,43,10,17
103,43,22,32
104,43,11,33
105,43,1,24
106,43,2,10
107,43,10,19
108,43,8,17
109,43,38,32
110,43,16,33
111,43,30,24
112,43,18,10
113,43,30,19
114,43,20,17
115,43,44,32
116,43,45,33
117,43,20,24
118,43,22,10
119,43,21,19
120,43,25,18
121,43,26,32
122,43,17,33
123,43,34,24
124,43,15,10
125,43,34,19
126,43,0,18
127,43,0,32
128,43,0,33
129,43,0,24
130,43,0,10
131,43,0,19
132,43,0,18
133,43,0,32
134,43,0,33
135,43,0,24
136,43,0,10
137,43,0,19
138,43,0,18
139,43,0,33
140,43,0,33
141,43,0,24
142,43,0,11
143,43,0,19
144,43,0,18
145,43,0,33
146,43,0,33
147,43,0,24
148,43,0,11
149,43,0,19
150,43,0,18
151,43,0,33
1,44,34,21
2,44,13,15
3,44,13,17
4,44,12,15
5,44,13,31
6,44,26,21
7,44,22,15
8,44,32,17
9,44,23,15
10,44,22,26
11,44,12,31
12,44,18,21
13,44,18,15
14,44,4,17
15,44,22,15
16,44,20,26
17,44,57,31
18,44,14,21
19,44,26,15
20,44,21,17
21,44,10,15
22,44,23,26
23,44,58,31
24,44,5,21
25,44,5,15
26,44,10,17
27,44,18,15
28,44,28,26
29,44,58,31
30,44,16,21
31,44,7,15
32,44,2,17
33,44,29,15
34,44,49,26
35,44,35,31
36,44,25,21
37,44,9,15
38,44,11,17
39,44,26,15
40,44,1,26
41,44,19,31
42,44,14,21
43,44,6,15
44,44,24,17
45,44,4,15
46,44,33,26
47,44,52,31
48,44,31,21
49,44,28,15
50,44,1,17
51,44,8,15
52,44,7,26
53,44,17,31
54,44,5,21
55,44,23,15
56,44,20,17
57,44,23,15
58,44,2,26
59,44,14,31
60,44,1,21
61,44,21,15
62,44,10,17
63,44,18,15
64,44,28,26
65,44,16,31
66,44,25,21
67,44,13,15
68,44,25,17
69,44,17,15
70,44,32,26
71,44,17,31
72,44,32,21
73,44,3,15
74,44,29,17
75,44,17,15
76,44,33,26
77,44,59,31
78,44,37,21
79,44,17,15
80,44,16,17
81,44,7,31
82,44,39,21
83,44,6,15
84,44,3,17
85,44,16,15
86,44,33,26
87,44,52,31
88,44,6,21
89,44,29,15
90,44,35,17
91,44,24,15
92,44,41,26
93,44,46,31
94,44,15,21
95,44,7,15
96,44,15,17
97,44,20,15
98,44,44,26
99,44,9,31
100,44,22,15
101,44,10,18
102,44,9,15
103,44,25,26
104,44,28,31
105,44,30,21
106,44,11,15
107,44,21,18
108,44,20,15
109,44,25,26
110,44,29,31
111,44,21,21
112,44,4,15
113,44,24,18
114,44,0,15
115,44,49,26
116,44,26,31
117,44,40,21
118,44,25,15
119,44,33,18
120,44,1,15
121,44,13,26
122,44,31,31
123,44,12,21
124,44,22,15
125,44,35,18
126,44,0,15
127,44,0,26
128,44,0,31
129,44,0,21
130,44,0,15
131,44,0,18
132,44,0,16
133,44,0,26
134,44,0,31
135,44,0,21
136,44,0,15
137,44,0,18
138,44,0,16
139,44,0,26
140,44,0,31
141,44,0,21
142,44,0,15
143,44,0,18
144,44,0,16
145,44,0,26
146,44,0,31
147,44,0,21
148,44,0,15
149,44,0,18
150,44,0,16
151,44,0,26
1,45,24,21
2,45,20,14
3,45,11,18
4,45,4,13
5,45,50,31
6,45,36,21
7,45,4,14
8,45,3,18
9,45,0,13
10,45,8,19
11,45,24,30
12,45,40,21
13,45,9,14
14,45,14,18
15,45,2,13
16,45,27,19
17,45,8,30
18,45,30,21
19,45,6,14
20,45,10,18
21,45,27,13
22,45,9,19
23,45,22,30
24,45,12,21
25,45,8,14
26,45,22,18
27,45,5,12
28,45,28,19
29,45,46,30
30,45,20,21
31,45,24,14
32,45,30,18
33,45,3,12
34,45,17,19
35,45,42,30
36,45,39,21
37,45,23,14
38,45,7,18
39,45,2,12
40,45,10,19
41,45,30,30
42,45,24,21
43,45,23,13
44,45,21,18
45,45,22,12
46,45,41,18
47,45,38,30
48,45,14,21
49,45,1,13
50,45,13,18
51,45,7,12
52,45,48,18
53,45,46,30
54,45,38,21
55,45,12,13
56,45,18,18
57,45,8,12
58,45,24,18
59,45,17,30
60,45,32,21
61,45,8,13
62,45,32,18
63,45,26,12
64,45,14,18
65,45,35,30
66,45,14,21
67,45,27,13
68,45,31,17
69,45,15,12
70,45,5,18
71,45,58,30
72,45,3,20
73,45,11,13
74,45,25,17
75,45,1,12
76,45,23,18
77,45,36,30
78,45,26,20
79,45,18,13
80,45,15,17
81,45,49,30
82,45,4,20
83,45,1,13
84,45,13,17
85,45,4,12
86,45,1,18
87,45,28,29
88,45,20,20
89,45,1,13
90,45,32,17
91,45,6,12
92,45,26,18
93,45,11,29
94,45,4,20
95,45,20,13
96,45,9,17
97,45,27,12
98,45,28,18
99,45,22,29
100,45,14,13
101,45,26,17
102,45,30,11
103,45,24,18
104,45,19,29
105,45,20,20
106,45,22,13
107,45,21,17
108,45,5,11
109,45,2,18
110,45,16,29
111,45,31,20
112,45,3,13
113,45,11,17
114,45,30,11
115,45,17,18
116,45,5,29
117,45,6,20
118,45,22,12
119,45,6,17
120,45,26,11
121,45,1,17
122,45,31,29
123,45,4,20
124,45,24,12
125,45,24,17
126,45,0,11
127,45,0,17
128,45,0,29
129,45,0,20
130,45,0,12
131,45,0,17
132,45,0,11
133,45,0,17
134,45,0,29
135,45,0,20
136,45,0,12
137,45,0,17
138,45,0,11
139,45,0,17
140,45,0,29
141,45,0,20
142,45,0,12
143,45,0,16
144,45,0,11
145,45,0,17
146,45,0,29
147,45,0,19
148,45,0,12
149,45,0,16
150,45,0,11
151,45,0,17
1,46,22,19
2,46,17,16
3,46,35,16
4,46,18,15
5,46,54,33
6,46,18,19
7,46,22,16
8,46,4,16
9,46,23,15
10,46,2,28
11,46,41,33
12,46,23,19
13,46,13,16
14,46,9,16
15,46,5,15
16,46,15,28
17,46,35,33
18,46,34,19
19,46,23,16
20,46,17,16
21,46,26,15
22,46,30,28
23,46,14,34
24,46,17,19
25,46,11,16
26,46,31,16
27,46,4,15
28,46,39,28
29,46,18,34
30,46,25,19
31,46,25,16
32,46,7,16
33,46,27,15
34,46,19,28
35,46,22,34
36,46,12,19
37,46,14,16
38,46,14,16
39,46,30,15
40,46,19,28
41,46,49,34
42,46,36,19
43,46,30,16
44,46,29,16
45,46,25,15
46,46,26,28
47,46,26,34
48,46,36,20
49,46,18,16
50,46,0,16
51,46,24,15
52,46,14,28
53,46,32,34
54,46,13,20
55,46,29,16
56,46,10,16
57,46,24,15
58,46,39,28
59,46,45,34
60,46,2,20
61,46,15,16
62,46,4,16
63,46,23,15
64,46,38,28
65,46,55,34
66,46,25,20
67,46,1,16
68,46,19,16
69,46,3,15
70,46,44,28
71,46,35,34
72,46,2,20
73,46,27,16
74,46,18,16
75,46,9,15
76,46,45,29
77,46,15,34
78,46,21,20
79,46,12,16
80,46,20,16
81,46,27,34
82,46,4,20
83,46,28,16
84,46,20,16
85,46,10,15
86,46,23,29
87,46,20,34
88,46,11,20
89,46,25,16
90,46,32,16
91,46,23,15
92,46,13,29
93,46,16,34
94,46,26,20
95,46,5,17
96,46,4,16
97,46,15,16
98,46,38,29
99,46,49,34
100,46,14,17
101,46,12,16
102,46,9,16
103,46,46,29
104,46,35,34
105,46,35,20
106,46,17,17
107,46,18,16
108,46,0,16
109,46,23,29
110,46,40,34
111,46,13,20
112,46,16,17
113,46,15,17
114,46,12,16
115,46,47,29
116,46,43,34
117,46,26,20
118,46,9,17
119,46,31,17
120,46,5,16
121,46,38,29
122,46,50,34
123,46,23,20
124,46,3,17
125,46,23,17
126,46,0,16
127,46,0,29
128,46,0,34
129,46,0,20
130,46,0,17
131,46,0,17
132,46,0,16
133,46,0,29
134,46,0,34
135,46,0,20
136,46,0,17
137,46,0,17
138,46,0,16
139,46,0,29
140,46,0,34
141,46,0,20
142,46,0,17
143,46,0,17
144,46,0,16
145,46,0,29
146,46,0,34
147,46,0,20
148,46,0,17
149,46,0,17
150,46,0,16
151,46,0,29
1,47,6,15
2,47,9,11
3,47,3,18
4,47,16,16
5,47,8,33
6,47,6,15
7,47,7,11
8,47,32,19
9,47,18,16
10,47,23,23
11,47,22,33
12,47,25,15
13,47,16,11
14,47,16,19
15,47,22,16
16,47,36,23
17,47,51,33
18,47,17,15
19,47,6,11
20,47,29,19
21,47,7,16
22,47,31,23
23,47,15,33
24,47,16,16
25,47,16,11
26,47,20,19
27,47,24,16
28,47,4,23
29,47,58,33
30,47,5,16
31,47,23,11
32,47,14,19
33,47,10,16
34,47,25,23
35,47,22,33
36,47,38,16
37,47,27,12
38,47,14,19
39,47,21,16
40,47,43,24
41,47,34,34
42,47,1,16
43,47,2,12
44,47,22,19
45,47,27,17
46,47,19,24
47,47,42,34
48,47,28,16
49,47,22,12
50,47,31,20
51,47,17,17
52,47,13,24
53,47,11,34
54,47,17,16
55,47,8,12
56,47,23,20
57,47,20,17
58,47,31,24
59,47,42,34
60,47,28,16
61,47,0,12
62,47,26,20
63,47,5,17
64,47,29,24
65,47,16,34
66,47,35,17
67,47,11,12
68,47,33,20
69,47,10,17
70,47,25,24
71,47,20,34
72,47,26,17
73,47,29,12
74,47,11,20
75,47,7,17
76,47,32,25
77,47,51,35
78,47,16,17
79,47,16,13
80,47,30,20
81,47,35,35
82,47,11,17
83,47,16,13
84,47,24,21
85,47,27,18
86,47,28,25
87,47,34,35
88,47,16,17
89,47,2,13
90,47,18,21
91,47,27,18
92,47,28,25
93,47,50,35
94,47,30,17
95,47,16,13
96,47,16,21
97,47,23,18
98,47,7,25
99,47,52,35
100,47,20,13
101,47,32,21
102,47,9,18
103,47,7,25
104,47,15,35
105,47,3,18
106,47,16,13
107,47,0,21
108,47,23,18
109,47,35,25
110,47,52,35
111,47,14,18
112,47,6,14
113,47,23,21
114,47,14,18
115,47,26,26
116,47,58,36
117,47,16,18
118,47,6,14
119,47,15,21
120,47,25,19
121,47,29,26
122,47,41,36
123,47,4,18
124,47,7,14
125,47,19,22
126,47,0,19
127,47,0,26
128,47,0,36
129,47,0,18
130,47,0,14
131,47,0,22
132,47,0,19
133,47,0,26
134,47,0,36
135,47,0,18
136,47,0,14
137,47,0,22
138,47,0,19
139,47,0,26
140,47,0,36
141,47,0,19
142,47,0,14
143,47,0,22
144,47,0,19
145,47,0,26
146,47,0,36
147,47,0,19
148,47,0,14
149,47,0,22
150,47,0,19
151,47,0,26
1,48,40,23
2,48,24,17
3,48,19,15
4,48,13,14
5,48,38,30
6,48,15,23
7,48,14,17
8,48,27,15
9,48,3,14
10,48,13,31
11,48,40,30
12,48,29,23
13,48,25,17
14,48,11,15
15,48,19,14
16,48,37,32
17,48,37,30
18,48,33,23
19,48,28,17
20,48,25,15
21,48,25,14
22,48,36,32
23,48,24,30
24,48,36,23
25,48,8,17
26,48,3,15
27,48,5,14
28,48,3,32
29,48,12,30
30,48,18,23
31,48,29,17
32,48,30,15
33,48,8,14
34,48,28,32
35,48,11,30
36,48,35,23
37,48,23,17
38,48,4,15
39,48,5,14
40,48,30,32
41,48,8,30
42,48,16,23
43,48,12,18
44,48,8,15
45,48,16,14
46,48,29,32
47,48,53,30
48,48,28,23
49,48,26,18
50,48,0,15
51,48,27,14
52,48,35,32
53,48,20,30
54,48,37,23
55,48,29,18
56,48,8,15
57,48,14,14
58,48,33,32
59,48,28,30
60,48,13,23
61,48,6,18
62,48,8,15
63,48,19,14
64,48,39,32
65,48,22,30
66,48,17,23
67,48,22,18
68,48,22,15
69,48,28,14
70,48,31,32
71,48,21,30
72,48,2,23
73,48,16,18
74,48,14,15
75,48,6,14
76,48,49,32
77,48,32,30
78,48,23,23
79,48,29,18
80,48,20,15
81,48,9,30
82,48,40,24
83,48,9,18
84,48,33,15
85,48,26,14
86,48,40,32
87,48,60,30
88,48,5,24
89,48,14,18
90,48,10,15
91,48,0,14
92,48,12,32
93,48,52,30
94,48,39,24
95,48,22,18
96,48,13,15
97,48,26,14
98,48,31,32
99,48,27,30
100,48,17,18
101,48,8,15
102,48,3,14
103,48,49,32
104,48,51,30
105,48,12,24
106,48,28,18
107,48,17,15
108,48,23,14
109,48,38,32
110,48,35,30
111,48,2,24
112,48,5,18
113,48,28,15
114,48,6,14
115,48,40,32
116,48,37,30
117,48,31,24
118,48,3,18
119,48,1,15
120,48,17,14
121,48,40,32
122,48,22,30
123,48,30,24
124,48,8,18
125,48,30,15
126,48,0,14
127,48,0,32
128,48,0,30
129,48,0,24
130,48,0,18
131,48,0,15
132,48,0,14
133,48,0,32
134,48,0,30
135,48,0,24
136,48,0,18
137,48,0,15
138,48,0,14
139,48,0,32
140,48,0,30
141,48,0,24
142,48,0,18
143,48,0,15
144,48,0,14
145,48,0,32
146,48,0,30
147,48,0,24
148,48,0,18
149,48,0,15
150,48,0,15
151,48,0,32
1,49,40,18
2,49,25,15
3,49,19,17
4,49,18,13
5,49,37,27
6,49,26,18
7,49,26,15
8,49,2,17
9,49,22,13
10,49,21,26
11,49,19,27
12,49,8,18
13,49,19,15
14,49,7,17
15,49,11,13
16,49,9,26
17,49,21,27
18,49,21,18
19,49,18,15
20,49,18,17
21,49,14,12
22,49,22,26
23,49,6,27
24,49,18,18
25,49,4,15
26,49,3,17
27,49,2,12
28,49,31,26
29,49,45,27
30,49,9,18
31,49,12,15
32,49,31,17
33,49,10,12
34,49,13,26
35,49,16,27
36,49,35,18
37,49,20,15
38,49,18,17
39,49,30,12
40,49,35,25
41,49,57,27
42,49,7,18
43,49,20,15
44,49,8,17
45,49,11,12
46,49,48,25
47,49,6,27
48,49,7,18
49,49,19,15
50,49,25,17
51,49,4,12
52,49,16,25
53,49,58,27
54,49,8,18
55,49,0,15
56,49,34,17
57,49,13,12
58,49,9,25
59,49,7,27
60,49,12,18
61,49,14,15
62,49,27,17
63,49,6,12
64,49,4,25
65,49,34,27
66,49,8,18
67,49,12,15
68,49,30,17
69,49,13,12
70,49,29,25
71,49,31,27
72,49,23,17
73,49,10,14
74,49,22,17
75,49,23,12
76,49,29,25
77,49,26,27
78,49,4,17
79,49,4,14
80,49,4,17
81,49,26,26
82,49,21,17
83,49,26,14
84,49,30,17
85,49,17,12
86,49,46,25
87,49,15,26
88,49,32,17
89,49,0,14
90,49,27,16
91,49,4,12
92,49,39,25
93,49,44,26
94,49,10,17
95,49,17,14
96,49,3,16
97,49,14,12
98,49,29,25
99,49,41,26
100,49,24,14
101,49,17,16
102,49,28,12
103,49,32,25
104,49,8,26
105,49,27,17
106,49,15,14
107,49,28,16
108,49,10,11
109,49,15,25
110,49,48,26
111,49,19,17
112,49,19,14
113,49,11,16
114,49,2,11
115,49,21,25
116,49,22,26
117,49,7,17
118,49,1,14
119,49,14,16
120,49,0,11
121,49,42,25
122,49,5,26
123,49,39,17
124,49,28,14
125,49,4,16
126,49,0,11
127,49,0,24
128,49,0,26
129,49,0,17
130,49,0,14
131,49,0,16
132,49,0,11
133,49,0,24
134,49,0,26
135,49,0,17
136,49,0,14
137,49,0,16
138,49,0,11
139,49,0,24
140,49,0,26
141,49,0,17
142,49,0,14
143,49,0,16
144,49,0,11
145,49,0,24
146,49,0,26
147,49,0,17
148,49,0,14
149,49,0,16
150,49,0,11
151,49,0,24
1,50,13,24
2,50,22,19
3,50,9,20
4,50,18,14
5,50,30,28
6,50,22,24
7,50,2,18
8,50,15,20
9,50,4,14
10,50,20,23
11,50,38,28
12,50,39,23
13,50,2,18
14,50,14,20
15,50,8,14
16,50,30,23
17,50,20,28
18,50,18,23
19,50,28,18
20,50,15,19
21,50,30,14
22,50,21,23
23,50,53,28
24,50,29,23
25,50,15,18
26,50,29,19
27,50,18,14
28,50,20,23
29,50,24,27
30,50,8,23
31,50,10,18
32,50,28,19
33,50,10,13
34,50,50,22
35,50,21,27
36,50,19,23
37,50,26,17
38,50,9,19
39,50,11,13
40,50,47,22
41,50,57,27
42,50,27,22
43,50,30,17
44,50,1,19
45,50,16,13
46,50,29,22
47,50,13,27
48,50,16,22
49,50,22,17
50,50,32,18
51,50,21,13
52,50,19,22
53,50,9,27
54,50,4,22
55,50,8,17
56,50,12,18
57,50,4,13
58,50,10,22
59,50,24,26
60,50,38,22
61,50,28,17
62,50,35,18
63,50,1,12
64,50,12,21
65,50,59,26
66,50,31,22
67,50,4,16
68,50,31,18
69,50,19,12
70,50,8,21
71,50,9,26
72,50,30,21
73,50,29,16
74,50,2,18
75,50,6,12
76,50,8,21
77,50,38,26
78,50,18,21
79,50,25,16
80,50,14,17
81,50,43,26
82,50,30,21
83,50,28,16
84,50,33,17
85,50,29,12
86,50,10,21
87,50,9,25
88,50,24,21
89,50,2,16
90,50,17,17
91,50,6,11
92,50,29,20
93,50,10,25
94,50,25,21
95,50,7,15
96,50,16,17
97,50,27,11
98,50,33,20
99,50,8,25
100,50,12,15
101,50,33,17
102,50,9,11
103,50,9,20
104,50,24,25
105,50,1,20
106,50,14,15
107,50,25,16
108,50,0,11
109,50,37,20
110,50,33,25
111,50,7,20
112,50,21,15
113,50,4,16
114,50,7,11
115,50,3,20
116,50,21,24
117,50,39,20
118,50,13,15
119,50,16,16
120,50,8,10
121,50,18,19
122,50,22,24
123,50,31,20
124,50,22,14
125,50,11,16
126,50,0,10
127,50,0,19
128,50,0,24
129,50,0,19
130,50,0,14
131,50,0,16
132,50,0,10
133,50,0,19
134,50,0,24
135,50,0,19
136,50,0,14
137,50,0,15
138,50,0,10
139,50,0,19
140,50,0,24
141,50,0,19
142,50,0,14
143,50,0,15
144,50,0,10
145,50,0,19
146,50,0,23
147,50,0,19
148,50,0,14
149,50,0,15
150,50,0,9
151,50,0,18
1,51,19,22
2,51,30,17
3,51,21,18
4,51,15,13
5,51,36,37
6,51,6,21
7,51,0,17
8,51,5,18
9,51,29,12
10,51,42,23
11,51,28,37
12,51,21,21
13,51,22,17
14,51,30,18
15,51,18,12
16,51,33,23
17,51,31,37
18,51,39,21
19,51,22,17
20,51,27,17
21,51,0,12
22,51,45,23
23,51,32,37
24,51,40,21
25,51,25,17
26,51,7,17
27,51,11,12
28,51,32,23
29,51,45,36
30,51,28,21
31,51,12,17
32,51,0,17
33,51,4,12
34,51,1,22
35,51,46,36
36,51,15,21
37,51,13,16
38,51,22,17
39,51,5,12
40,51,47,22
41,51,9,36
42,51,38,21
43,51,28,16
44,51,6,17
45,51,19,12
46,51,3,22
47,51,17,36
48,51,17,21
49,51,5,16
50,51,21,17
51,51,6,11
52,51,6,22
53,51,59,36
54,51,38,20
55,51,27,16
56,51,21,17
57,51,0,11
58,51,20,22
59,51,32,36
60,51,5,20
61,51,29,16
62,51,26,16
63,51,16,11
64,51,30,22
65,51,28,36
66,51,12,20
67,51,7,16
68,51,0,16
69,51,19,11
70,51,26,22
71,51,53,36
72,51,7,20
73,51,26,16
74,51,16,16
75,51,18,11
76,51,21,21
77,51,53,35
78,51,27,20
79,51,1,16
80,51,15,16
81,51,58,35
82,51,1,20
83,51,20,15
84,51,22,16
85,51,1,11
86,51,19,21
87,51,23,35
88,51,38,20
89,51,13,15
90,51,33,16
91,51,12,11
92,51,16,21
93,51,55,35
94,51,39,19
95,51,24,15
96,51,12,16
97,51,2,10
98,51,13,21
99,51,19,35
100,51,30,15
101,51,9,16
102,51,12,10
103,51,31,21
104,51,15,35
105,51,20,19
106,51,3,15
107,51,16,15
108,51,21,10
109,51,7,21
110,51,50,35
111,51,9,19
112,51,20,15
113,51,24,15
114,51,19,10
115,51,9,21
116,51,16,34
117,51,1,19
118,51,5,15
119,51,22,15
120,51,11,10
121,51,24,20
122,51,59,34
123,51,19,19
124,51,3,14
125,51,22,15
126,51,0,10
127,51,0,20
128,51,0,34
129,51,0,19
130,51,0,14
131,51,0,15
132,51,0,10
133,51,0,20
134,51,0,34
135,51,0,19
136,51,0,14
137,51,0,15
138,51,0,10
139,51,0,20
140,51,0,34
141,51,0,18
142,51,0,14
143,51,0,15
144,51,0,9
145,51,0,20
146,51,0,34
147,51,0,18
148,51,0,14
149,51,0,15
150,51,0,9
151,51,0,20
1,52,15,13
2,52,15,10
3,52,15,18
4,52,1,10
5,52,39,24
6,52,7,13
7,52,5,10
8,52,14,18
9,52,16,10
10,52,1,21
11,52,38,25
12,52,17,13
13,52,10,11
14,52,22,19
15,52,15,10
16,52,1,21
17,52,31,25
18,52,30,14
19,52,16,11
20,52,22,19
21,52,26,11
22,52,15,22
23,52,53,25
24,52,16,14
25,52,24,12
26,52,24,20
27,52,24,11
28,52,17,22
29,52,6,26
30,52,8,15
31,52,8,12
32,52,29,20
33,52,5,12
34,52,39,22
35,52,47,26
